[12:21:37 AM]  Logout : [Beri] 2.000.083.172 [Ruby] 1.004.997.000
[12:34:16 AM]  Mua Bột cường hóa -20 ruby
[12:34:17 AM]  Mua Bột cường hóa -20 ruby
[12:34:17 AM]  Mua Bột cường hóa -20 ruby
[12:34:17 AM]  Mua Bột cường hóa -20 ruby
[12:34:17 AM]  Mua Bột cường hóa -20 ruby
[12:34:17 AM]  Mua Bột cường hóa -20 ruby
[12:34:21 AM]  Mua Bột vàng -40 ruby
[12:34:21 AM]  Mua Bột vàng -40 ruby
[12:34:21 AM]  Mua Bột vàng -40 ruby
[12:34:21 AM]  Mua Bột vàng -40 ruby
[12:34:21 AM]  Mua Bột vàng -40 ruby
[12:34:21 AM]  Mua Bột vàng -40 ruby
[12:34:21 AM]  Mua Bột vàng -40 ruby
[12:34:21 AM]  Mua Bột vàng -40 ruby
[12:34:22 AM]  Mua Bột vàng -40 ruby
[12:34:22 AM]  Mua Bột vàng -40 ruby
[12:34:22 AM]  Mua Bột vàng -40 ruby
[12:34:22 AM]  Mua Bột vàng -40 ruby
[12:34:22 AM]  Mua Bột vàng -40 ruby
[12:34:22 AM]  Mua Bột vàng -40 ruby
[12:34:22 AM]  Mua Bột vàng -40 ruby
[12:34:22 AM]  Mua Bột vàng -40 ruby
[12:34:22 AM]  Mua Bột vàng -40 ruby
[12:34:23 AM]  Mua Bột vàng -40 ruby
[12:34:23 AM]  Mua Bột vàng -40 ruby
[12:34:23 AM]  Mua Bột vàng -40 ruby
[12:34:23 AM]  Mua Bột vàng -40 ruby
[12:34:23 AM]  Mua Bột vàng -40 ruby
[12:34:23 AM]  Mua Bột vàng -40 ruby
[12:34:23 AM]  Mua Bột vàng -40 ruby
[12:34:23 AM]  Mua Bột vàng -40 ruby
[12:34:23 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:24 AM]  Mua Bột vàng -40 ruby
[12:34:25 AM]  Mua Bột vàng -40 ruby
[12:34:25 AM]  Mua Bột vàng -40 ruby
[12:34:25 AM]  Mua Bột vàng -40 ruby
[12:34:25 AM]  Mua Bột vàng -40 ruby
[12:34:25 AM]  Mua Bột vàng -40 ruby
[12:34:25 AM]  Mua Bột vàng -40 ruby
[12:34:25 AM]  Mua Bột vàng -40 ruby
[12:34:25 AM]  Mua Bột vàng -40 ruby
[12:34:25 AM]  Mua Bột vàng -40 ruby
[12:34:26 AM]  Mua Bột vàng -40 ruby
[12:34:26 AM]  Mua Bột vàng -40 ruby
[12:34:26 AM]  Mua Bột vàng -40 ruby
[12:34:26 AM]  Mua Bột vàng -40 ruby
[12:34:26 AM]  Mua Bột vàng -40 ruby
[12:34:26 AM]  Mua Bột vàng -40 ruby
[12:34:26 AM]  Mua Bột vàng -40 ruby
[12:34:26 AM]  Mua Bột vàng -40 ruby
[12:34:26 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:27 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:28 AM]  Mua Bột vàng -40 ruby
[12:34:29 AM]  Mua Bột vàng -40 ruby
[12:34:29 AM]  Mua Bột vàng -40 ruby
[12:34:29 AM]  Mua Bột vàng -40 ruby
[12:34:29 AM]  Mua Bột vàng -40 ruby
[12:34:29 AM]  Mua Bột vàng -40 ruby
[12:34:29 AM]  Mua Bột vàng -40 ruby
[12:34:29 AM]  Mua Bột vàng -40 ruby
[12:34:29 AM]  Mua Bột vàng -40 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:34 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:35 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:35 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:35 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:35 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:35 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:35 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:35 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:35 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:35 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:36 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:37 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:38 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:38 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:38 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:38 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:38 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:38 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:38 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:38 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:38 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:39 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:39 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:39 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:39 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:39 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:39 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:39 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:39 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:39 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:40 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:41 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:41 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:41 AM]  Mua Ngôi sao may mắn -100 ruby
[12:34:41 AM]  Mua Ngôi sao may mắn -100 ruby
[12:35:00 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:01 AM]  Mua Mai rùa -140 ruby
[12:35:02 AM]  Mua Mai rùa -140 ruby
[12:35:02 AM]  Mua Mai rùa -140 ruby
[12:35:02 AM]  Mua Mai rùa -140 ruby
[12:35:02 AM]  Mua Mai rùa -140 ruby
[12:35:02 AM]  Mua Mai rùa -140 ruby
[12:35:02 AM]  Mua Mai rùa -140 ruby
[12:35:02 AM]  Mua Mai rùa -140 ruby
[12:35:02 AM]  Mua Mai rùa -140 ruby
[12:35:02 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:03 AM]  Mua Mai rùa -140 ruby
[12:35:04 AM]  Mua Mai rùa -140 ruby
[12:35:04 AM]  Mua Mai rùa -140 ruby
[12:35:04 AM]  Mua Mai rùa -140 ruby
[12:35:04 AM]  Mua Mai rùa -140 ruby
[12:35:04 AM]  Mua Mai rùa -140 ruby
[12:35:04 AM]  Mua Mai rùa -140 ruby
[12:35:04 AM]  Mua Mai rùa -140 ruby
[12:35:04 AM]  Mua Mai rùa -140 ruby
[12:35:04 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:05 AM]  Mua Mai rùa -140 ruby
[12:35:46 AM]  Cường hóa item Nón 2 Lv60 2 -3000 beri
[12:35:46 AM]  Cường hóa item Nón 2 Lv60 2 -3000 beri
[12:35:46 AM]  Cường hóa item Nón 2 Lv60 2 -4000 beri
[12:35:46 AM]  Cường hóa item Nón 2 Lv60 2 -4000 beri
[12:35:47 AM]  Cường hóa item Nón 2 Lv60 2 -4000 beri
[12:35:47 AM]  Cường hóa item Nón 2 Lv60 2 -4000 beri
[12:35:48 AM]  Cường hóa item Nón 2 Lv60 2 -4000 beri
[12:35:48 AM]  Cường hóa item Nón 2 Lv60 2 -4000 beri
[12:35:48 AM]  Cường hóa item Nón 2 Lv60 2 -4000 beri
[12:35:48 AM]  Cường hóa item Nón 2 Lv60 2 -4000 beri
[12:35:48 AM]  Cường hóa item Nón 2 Lv60 2 -4000 beri
[12:35:50 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:50 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:50 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:50 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:50 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:52 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:52 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:52 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:52 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:52 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:52 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:52 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:52 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:53 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:54 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:54 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:54 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:55 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:55 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:55 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:56 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:56 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:57 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:57 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:57 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:57 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:58 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:59 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:59 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:59 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:59 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:59 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:35:59 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:36:00 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:36:01 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:36:01 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:36:01 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:36:01 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:36:01 AM]  Cường hóa item Nón 2 Lv60 2 -6000 beri
[12:36:01 AM]  Cường hóa item Nón 2 Lv60 2 -8000 beri
[12:36:03 AM]  Cường hóa item Nón 2 Lv60 2 -8000 beri
[12:36:03 AM]  Cường hóa item Nón 2 Lv60 2 -8000 beri
[12:36:03 AM]  Cường hóa item Nón 2 Lv60 2 -8000 beri
[12:36:03 AM]  Cường hóa item Nón 2 Lv60 2 -8000 beri
[12:36:03 AM]  Cường hóa item Nón 2 Lv60 2 -8000 beri
[12:36:04 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:05 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:05 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:05 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:05 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:06 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:07 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:07 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:07 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:07 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:09 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:09 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:09 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:09 AM]  Cường hóa item Nón 2 Lv60 2 -10000 beri
[12:36:25 AM]  Cường hóa item Quần hải tặc đen -3000 beri
[12:36:25 AM]  Cường hóa item Quần hải tặc đen -3000 beri
[12:36:25 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:25 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:25 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:25 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:25 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:27 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:27 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:27 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:27 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:27 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:29 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:29 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:29 AM]  Cường hóa item Quần hải tặc đen -4000 beri
[12:36:29 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:29 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:31 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:31 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:31 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:31 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:31 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:32 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:33 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:33 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:33 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:33 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:33 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:34 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:34 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:34 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:35 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:35 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:36 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:36 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:36 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:36 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:36 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:36 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:37 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:38 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:38 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:38 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:38 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:38 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:40 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:40 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:40 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:40 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:40 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:42 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:42 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:42 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:42 AM]  Cường hóa item Quần hải tặc đen -6000 beri
[12:36:42 AM]  Cường hóa item Quần hải tặc đen -8000 beri
[12:36:42 AM]  Cường hóa item Quần hải tặc đen -8000 beri
[12:36:44 AM]  Cường hóa item Quần hải tặc đen -8000 beri
[12:36:44 AM]  Cường hóa item Quần hải tặc đen -8000 beri
[12:36:44 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:44 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:44 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:44 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:46 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:46 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:46 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:46 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:46 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:47 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:48 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:48 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:48 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:48 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:49 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:49 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:50 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:50 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:50 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:51 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:51 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:51 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:51 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:51 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:53 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:53 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:53 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:53 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:53 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:53 AM]  Cường hóa item Quần hải tặc đen -10000 beri
[12:36:55 AM]  Cường hóa item Quần hải tặc đen -10000 beri
