[09:49:00 PM]  Logout : [Beri] 40.547.110 [Ruby] 32.940
[11:28:33 PM]  Nhặt +480 beri
[11:29:25 PM]  Nhặt +1422 beri
[11:29:41 PM]  Nhặt +96 beri
[11:30:06 PM]  Nhặt +1692 beri
[11:31:48 PM]  Nhặt +3186 beri
[11:33:26 PM]  Nhặt +1026 beri
[11:33:52 PM]  Nhặt +2106 beri
[11:34:57 PM]  Nhặt +352 beri
[11:35:38 PM]  Nhặt +646 beri
[11:36:01 PM]  Nhặt +1170 beri
[11:37:22 PM]  Nhặt +486 beri
[11:38:21 PM]  Nhặt +950 beri
[11:38:25 PM]  Nhặt +3050 beri
[11:42:20 PM]  Nhặt +5044 beri
[11:42:55 PM]  Nhặt +400 beri
[11:43:32 PM]  Nhặt +1586 beri
[11:48:06 PM]  Mua Quả Conache -0 beri
[11:48:06 PM]  Mua Quả Conache -0 beri
[11:48:06 PM]  Mua Quả Conache -0 beri
[11:48:06 PM]  Mua Quả Conache -0 beri
[11:48:06 PM]  Mua Quả Conache -0 beri
[11:48:06 PM]  Mua Quả Conache -0 beri
[11:48:06 PM]  Mua Quả Conache -0 beri
[11:48:06 PM]  Mua Quả Conache -0 beri
[11:48:06 PM]  Mua Quả Conache -0 beri
[11:48:07 PM]  Mua Quả Conache -0 beri
[11:48:07 PM]  Mua Quả Conache -0 beri
[11:48:07 PM]  Mua Quả Conache -0 beri
[11:48:07 PM]  Mua Quả Conache -0 beri
[11:48:07 PM]  Mua Quả Conache -0 beri
[11:48:07 PM]  Mua Quả Conache -0 beri
[11:48:07 PM]  Mua Quả Conache -0 beri
[11:48:08 PM]  Mua Quả Conache -0 beri
[11:48:08 PM]  Mua Quả Conache -0 beri
[11:48:08 PM]  Mua Quả Conache -0 beri
[11:48:08 PM]  Mua Quả Conache -0 beri
[11:48:08 PM]  Mua Quả Conache -0 beri
[11:48:08 PM]  Mua Quả Conache -0 beri
[11:48:08 PM]  Mua Quả Conache -0 beri
[11:48:08 PM]  Mua Quả Conache -0 beri
[11:48:08 PM]  Mua Quả Conache -0 beri
[11:48:09 PM]  Mua Quả Conache -0 beri
[11:48:09 PM]  Mua Quả Conache -0 beri
[11:48:09 PM]  Mua Quả Conache -0 beri
[11:48:09 PM]  Mua Quả Conache -0 beri
[11:48:09 PM]  Mua Quả Conache -0 beri
[11:48:09 PM]  Mua Quả Conache -0 beri
[11:48:09 PM]  Mua Quả Conache -0 beri
[11:48:10 PM]  Mua Quả Conache -0 beri
[11:48:10 PM]  Mua Quả Conache -0 beri
[11:48:10 PM]  Mua Quả Conache -0 beri
[11:48:10 PM]  Mua Quả Conache -0 beri
[11:48:11 PM]  Mua Quả Conache -0 beri
[11:48:11 PM]  Mua Quả Conache -0 beri
[11:48:11 PM]  Mua Quả Conache -0 beri
[11:48:11 PM]  Mua Quả Conache -0 beri
[11:48:11 PM]  Mua Quả Conache -0 beri
[11:48:11 PM]  Mua Quả Conache -0 beri
[11:48:11 PM]  Mua Quả Conache -0 beri
[11:48:12 PM]  Mua Quả Conache -0 beri
[11:48:12 PM]  Mua Quả Conache -0 beri
[11:48:12 PM]  Mua Quả Conache -0 beri
[11:48:12 PM]  Mua Quả Conache -0 beri
[11:48:12 PM]  Mua Quả Conache -0 beri
[11:48:12 PM]  Mua Quả Conache -0 beri
[11:48:12 PM]  Mua Quả Conache -0 beri
[11:48:12 PM]  Mua Quả Conache -0 beri
[11:48:13 PM]  Mua Quả Conache -0 beri
[11:48:13 PM]  Mua Quả Conache -0 beri
[11:48:13 PM]  Mua Quả Conache -0 beri
[11:48:37 PM]  Nhặt +2964 beri
[11:50:28 PM]  Nhặt +2625 beri
[11:51:06 PM]  Nhặt +3850 beri
[11:52:54 PM]  Mua Bột cường hóa -1 ruby
[11:52:54 PM]  Mua Bột cường hóa -1 ruby
[11:52:54 PM]  Mua Bột cường hóa -1 ruby
[11:52:55 PM]  Mua Bột cường hóa -1 ruby
[11:52:56 PM]  Mua Bột cường hóa -20 ruby
[11:52:56 PM]  Mua Bột cường hóa -20 ruby
[11:52:56 PM]  Mua Bột cường hóa -20 ruby
[11:52:56 PM]  Mua Bột cường hóa -20 ruby
[11:52:56 PM]  Mua Bột cường hóa -20 ruby
[11:52:56 PM]  Mua Bột cường hóa -20 ruby
[11:52:56 PM]  Mua Bột cường hóa -20 ruby
[11:52:57 PM]  Mua Bột cường hóa -20 ruby
[11:52:57 PM]  Mua Bột cường hóa -20 ruby
[11:52:57 PM]  Mua Bột cường hóa -20 ruby
[11:52:57 PM]  Mua Bột cường hóa -20 ruby
[11:52:57 PM]  Mua Bột cường hóa -20 ruby
[11:52:57 PM]  Mua Bột cường hóa -20 ruby
[11:52:57 PM]  Mua Bột cường hóa -20 ruby
[11:52:57 PM]  Mua Bột cường hóa -20 ruby
[11:52:58 PM]  Mua Bột cường hóa -20 ruby
[11:52:58 PM]  Mua Bột cường hóa -20 ruby
[11:52:58 PM]  Mua Bột cường hóa -20 ruby
[11:52:58 PM]  Mua Bột cường hóa -20 ruby
[11:52:58 PM]  Mua Bột cường hóa -20 ruby
[11:52:58 PM]  Mua Bột cường hóa -20 ruby
[11:52:59 PM]  Mua Bột cường hóa -20 ruby
[11:52:59 PM]  Mua Bột cường hóa -20 ruby
[11:52:59 PM]  Mua Bột cường hóa -20 ruby
[11:52:59 PM]  Mua Bột cường hóa -20 ruby
[11:52:59 PM]  Mua Bột cường hóa -20 ruby
[11:52:59 PM]  Mua Bột cường hóa -20 ruby
[11:52:59 PM]  Mua Bột cường hóa -20 ruby
[11:52:59 PM]  Mua Bột cường hóa -20 ruby
[11:53:00 PM]  Mua Bột cường hóa -20 ruby
[11:53:00 PM]  Mua Bột cường hóa -20 ruby
[11:53:00 PM]  Mua Bột cường hóa -20 ruby
[11:53:00 PM]  Mua Bột cường hóa -20 ruby
[11:53:00 PM]  Mua Bột cường hóa -20 ruby
[11:53:00 PM]  Mua Bột cường hóa -20 ruby
[11:53:00 PM]  Mua Bột cường hóa -20 ruby
[11:53:01 PM]  Mua Bột cường hóa -20 ruby
[11:53:01 PM]  Mua Bột cường hóa -20 ruby
[11:53:01 PM]  Mua Bột cường hóa -20 ruby
[11:53:01 PM]  Mua Bột cường hóa -20 ruby
[11:53:01 PM]  Mua Bột cường hóa -20 ruby
[11:53:01 PM]  Mua Bột cường hóa -20 ruby
[11:53:01 PM]  Mua Bột cường hóa -20 ruby
[11:53:02 PM]  Mua Bột cường hóa -20 ruby
[11:53:02 PM]  Mua Bột cường hóa -20 ruby
[11:53:02 PM]  Mua Bột cường hóa -20 ruby
[11:53:02 PM]  Mua Bột cường hóa -20 ruby
[11:53:02 PM]  Mua Bột cường hóa -20 ruby
[11:53:02 PM]  Mua Bột cường hóa -20 ruby
[11:53:02 PM]  Mua Bột cường hóa -20 ruby
[11:53:02 PM]  Mua Bột cường hóa -20 ruby
[11:53:03 PM]  Mua Bột cường hóa -20 ruby
[11:53:03 PM]  Mua Bột cường hóa -20 ruby
[11:53:03 PM]  Mua Bột cường hóa -20 ruby
[11:53:03 PM]  Mua Bột cường hóa -20 ruby
[11:53:03 PM]  Mua Bột cường hóa -20 ruby
[11:53:03 PM]  Mua Bột cường hóa -20 ruby
[11:53:03 PM]  Mua Bột cường hóa -20 ruby
[11:53:04 PM]  Mua Bột cường hóa -20 ruby
[11:53:04 PM]  Mua Bột cường hóa -20 ruby
[11:53:04 PM]  Mua Bột cường hóa -20 ruby
[11:53:04 PM]  Mua Bột cường hóa -20 ruby
[11:53:04 PM]  Mua Bột cường hóa -20 ruby
[11:53:04 PM]  Mua Bột cường hóa -20 ruby
[11:53:05 PM]  Mua Bột cường hóa -20 ruby
[11:53:05 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:06 PM]  Mua Bột cường hóa -20 ruby
[11:53:07 PM]  Mua Bột cường hóa -20 ruby
[11:53:07 PM]  Mua Bột cường hóa -20 ruby
[11:53:07 PM]  Mua Bột cường hóa -20 ruby
[11:53:07 PM]  Mua Bột cường hóa -20 ruby
[11:53:07 PM]  Mua Bột cường hóa -20 ruby
[11:53:08 PM]  Mua Bột cường hóa -20 ruby
[11:53:08 PM]  Mua Bột cường hóa -20 ruby
[11:53:08 PM]  Mua Bột cường hóa -20 ruby
[11:53:08 PM]  Mua Bột cường hóa -20 ruby
[11:53:09 PM]  Mua Bột cường hóa -20 ruby
[11:53:09 PM]  Mua Bột cường hóa -20 ruby
[11:53:09 PM]  Mua Bột cường hóa -20 ruby
[11:53:09 PM]  Mua Bột cường hóa -20 ruby
[11:53:09 PM]  Mua Bột cường hóa -20 ruby
[11:53:10 PM]  Mua Bột cường hóa -20 ruby
[11:53:24 PM]  Mua Bột cường hóa -20 ruby
[11:53:24 PM]  Mua Bột cường hóa -20 ruby
[11:53:24 PM]  Mua Bột cường hóa -20 ruby
[11:53:25 PM]  Mua Bột cường hóa -20 ruby
[11:53:25 PM]  Mua Bột cường hóa -20 ruby
[11:53:25 PM]  Mua Bột cường hóa -20 ruby
[11:53:25 PM]  Mua Bột cường hóa -20 ruby
[11:53:25 PM]  Mua Bột cường hóa -20 ruby
[11:53:25 PM]  Mua Bột cường hóa -20 ruby
[11:53:25 PM]  Mua Bột cường hóa -20 ruby
[11:53:26 PM]  Mua Bột cường hóa -20 ruby
[11:53:26 PM]  Mua Bột cường hóa -20 ruby
[11:53:26 PM]  Mua Bột cường hóa -20 ruby
[11:53:26 PM]  Mua Bột cường hóa -20 ruby
[11:53:26 PM]  Mua Bột cường hóa -20 ruby
[11:53:26 PM]  Mua Bột cường hóa -20 ruby
[11:53:27 PM]  Mua Bột cường hóa -20 ruby
[11:53:27 PM]  Mua Bột cường hóa -20 ruby
[11:53:27 PM]  Mua Bột cường hóa -20 ruby
[11:53:27 PM]  Mua Bột cường hóa -20 ruby
[11:53:27 PM]  Mua Bột cường hóa -20 ruby
[11:53:27 PM]  Mua Bột cường hóa -20 ruby
[11:53:27 PM]  Mua Bột cường hóa -20 ruby
[11:53:28 PM]  Mua Bột cường hóa -20 ruby
[11:53:31 PM]  Mua Bột vàng -40 ruby
[11:53:31 PM]  Mua Bột vàng -40 ruby
[11:53:31 PM]  Mua Bột vàng -40 ruby
[11:53:31 PM]  Mua Bột vàng -40 ruby
[11:53:31 PM]  Mua Bột vàng -40 ruby
[11:53:31 PM]  Mua Bột vàng -40 ruby
[11:53:31 PM]  Mua Bột vàng -40 ruby
[11:53:31 PM]  Mua Bột vàng -40 ruby
[11:53:32 PM]  Mua Bột vàng -40 ruby
[11:53:32 PM]  Mua Bột vàng -40 ruby
[11:53:32 PM]  Mua Bột vàng -40 ruby
[11:53:32 PM]  Mua Bột vàng -40 ruby
[11:53:32 PM]  Mua Bột vàng -40 ruby
[11:53:32 PM]  Mua Bột vàng -40 ruby
[11:53:32 PM]  Mua Bột vàng -40 ruby
[11:53:33 PM]  Mua Bột vàng -40 ruby
[11:53:33 PM]  Mua Bột vàng -40 ruby
[11:53:33 PM]  Mua Bột vàng -40 ruby
[11:53:33 PM]  Mua Bột vàng -40 ruby
[11:53:33 PM]  Mua Bột vàng -40 ruby
[11:53:33 PM]  Mua Bột vàng -40 ruby
[11:53:33 PM]  Mua Bột vàng -40 ruby
[11:53:34 PM]  Mua Bột vàng -40 ruby
[11:53:34 PM]  Mua Bột vàng -40 ruby
[11:53:34 PM]  Mua Bột vàng -40 ruby
[11:53:34 PM]  Mua Bột vàng -40 ruby
[11:53:34 PM]  Mua Bột vàng -40 ruby
[11:53:34 PM]  Mua Bột vàng -40 ruby
[11:53:34 PM]  Mua Bột vàng -40 ruby
[11:53:35 PM]  Mua Bột vàng -40 ruby
[11:53:35 PM]  Mua Bột vàng -40 ruby
[11:53:35 PM]  Mua Bột vàng -40 ruby
[11:53:35 PM]  Mua Bột vàng -40 ruby
[11:53:35 PM]  Mua Bột vàng -40 ruby
[11:53:35 PM]  Mua Bột vàng -40 ruby
[11:53:35 PM]  Mua Bột vàng -40 ruby
[11:53:36 PM]  Mua Bột vàng -40 ruby
[11:53:36 PM]  Mua Bột vàng -40 ruby
[11:53:36 PM]  Mua Bột vàng -40 ruby
[11:53:36 PM]  Mua Bột vàng -40 ruby
[11:53:36 PM]  Mua Bột vàng -40 ruby
[11:53:36 PM]  Mua Bột vàng -40 ruby
[11:53:37 PM]  Mua Bột vàng -40 ruby
[11:53:37 PM]  Mua Bột vàng -40 ruby
[11:53:37 PM]  Mua Bột vàng -40 ruby
[11:53:37 PM]  Mua Bột vàng -40 ruby
[11:53:37 PM]  Mua Bột vàng -40 ruby
[11:53:38 PM]  Mua Bột vàng -40 ruby
[11:53:38 PM]  Mua Bột vàng -40 ruby
[11:53:38 PM]  Mua Bột vàng -40 ruby
[11:53:38 PM]  Mua Bột vàng -40 ruby
[11:53:38 PM]  Mua Bột vàng -40 ruby
[11:53:39 PM]  Mua Bột vàng -40 ruby
[11:53:39 PM]  Mua Bột vàng -40 ruby
[11:53:39 PM]  Mua Bột vàng -40 ruby
[11:53:39 PM]  Mua Bột vàng -40 ruby
[11:53:39 PM]  Mua Bột vàng -40 ruby
[11:53:39 PM]  Mua Bột vàng -40 ruby
[11:53:40 PM]  Mua Bột vàng -40 ruby
[11:53:40 PM]  Mua Bột vàng -40 ruby
[11:53:40 PM]  Mua Bột vàng -40 ruby
[11:53:40 PM]  Mua Bột vàng -40 ruby
[11:53:40 PM]  Mua Bột vàng -40 ruby
[11:53:40 PM]  Mua Bột vàng -40 ruby
[11:53:40 PM]  Mua Bột vàng -40 ruby
[11:53:41 PM]  Mua Bột vàng -40 ruby
[11:53:41 PM]  Mua Bột vàng -40 ruby
[11:53:41 PM]  Mua Bột vàng -40 ruby
[11:53:41 PM]  Mua Bột vàng -40 ruby
[11:53:41 PM]  Mua Bột vàng -40 ruby
[11:53:41 PM]  Mua Bột vàng -40 ruby
[11:53:42 PM]  Mua Bột vàng -40 ruby
[11:53:42 PM]  Mua Bột vàng -40 ruby
[11:53:42 PM]  Mua Bột vàng -40 ruby
[11:53:42 PM]  Mua Bột vàng -40 ruby
[11:53:42 PM]  Mua Bột vàng -40 ruby
[11:53:42 PM]  Mua Bột vàng -40 ruby
[11:53:42 PM]  Mua Bột vàng -40 ruby
[11:53:43 PM]  Mua Bột vàng -40 ruby
[11:53:43 PM]  Mua Bột vàng -40 ruby
[11:53:43 PM]  Mua Bột vàng -40 ruby
[11:53:43 PM]  Mua Bột vàng -40 ruby
[11:53:55 PM]  Mua Mai rùa -140 ruby
[11:53:55 PM]  Mua Mai rùa -140 ruby
[11:53:55 PM]  Mua Mai rùa -140 ruby
[11:53:55 PM]  Mua Mai rùa -140 ruby
[11:53:56 PM]  Mua Mai rùa -140 ruby
[11:53:56 PM]  Mua Mai rùa -140 ruby
[11:53:56 PM]  Mua Mai rùa -140 ruby
[11:53:56 PM]  Mua Mai rùa -140 ruby
[11:53:56 PM]  Mua Mai rùa -140 ruby
[11:53:56 PM]  Mua Mai rùa -140 ruby
[11:53:56 PM]  Mua Mai rùa -140 ruby
[11:53:56 PM]  Mua Mai rùa -140 ruby
[11:53:57 PM]  Mua Mai rùa -140 ruby
[11:53:57 PM]  Mua Mai rùa -140 ruby
[11:53:57 PM]  Mua Mai rùa -140 ruby
[11:53:57 PM]  Mua Mai rùa -140 ruby
[11:53:57 PM]  Mua Mai rùa -140 ruby
[11:53:57 PM]  Mua Mai rùa -140 ruby
[11:53:57 PM]  Mua Mai rùa -140 ruby
[11:53:58 PM]  Mua Mai rùa -140 ruby
[11:53:58 PM]  Mua Mai rùa -140 ruby
[11:53:58 PM]  Mua Mai rùa -140 ruby
[11:53:58 PM]  Mua Mai rùa -140 ruby
[11:53:59 PM]  Mua Ngôi sao may mắn -100 ruby
[11:53:59 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:00 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:00 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:00 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:00 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:00 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:00 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:00 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:00 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:01 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:01 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:01 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:01 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:01 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:01 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:01 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:02 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:02 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:02 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:02 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:02 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:02 PM]  Mua Ngôi sao may mắn -100 ruby
[11:54:20 PM]  Cường hóa item Áo võ sĩ đạo 2 -3000 beri
[11:54:20 PM]  Cường hóa item Áo võ sĩ đạo 2 -3000 beri
[11:54:20 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[11:54:20 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[11:54:22 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[11:54:22 PM]  Cường hóa item Áo võ sĩ đạo 2 -4000 beri
[11:54:22 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[11:54:28 PM]  Cường hóa item Áo võ sĩ đạo 2 -6000 beri
[11:55:13 PM]  Logout : [Beri] 41.582.372 [Ruby] 70.336
