[12:54:10 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:54:15 AM]  Logout : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:55:19 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:55:24 AM]  Logout : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:56:10 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:56:18 AM]  Logout : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:57:03 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:57:11 AM]  Logout : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:57:22 AM]  Login : [Beri] 2.001.401.025 [Ruby] 1.999.558.488
[12:58:45 AM]  Nhặt +17296 beri
[12:58:49 AM]  Nhặt +6696 beri
[12:59:10 AM]  Nhặt +6435 beri
[12:59:21 AM]  Nhặt +9207 beri
[12:59:36 AM]  Nhặt +297 beri
[12:59:39 AM]  Nhặt +15543 beri
[12:59:47 AM]  Nhặt +7524 beri
[12:59:49 AM]  Nhặt +2079 beri
[12:59:52 AM]  Nhặt +14751 beri
[12:59:53 AM]  Nhặt +1287 beri
[12:59:55 AM]  Nhặt +13860 beri
[01:00:00 AM]  Nhặt +8811 beri
[01:00:11 AM]  Nhặt +10890 beri
[01:00:22 AM]  Nhặt +10692 beri
[01:00:25 AM]  Nhặt +9999 beri
[01:00:26 AM]  Logout : [Beri] 2.001.536.392 [Ruby] 1.999.558.488
[01:01:08 AM]  Login : [Beri] 2.001.536.392 [Ruby] 1.999.558.488
[01:01:12 AM]  Nhặt +1287 beri
[01:01:16 AM]  Nhặt +1188 beri
[01:02:47 AM]  Nhặt +15741 beri
[01:02:51 AM]  Logout : [Beri] 2.001.554.608 [Ruby] 1.999.558.488
[01:02:58 AM]  Login : [Beri] 2.001.554.608 [Ruby] 1.999.558.488
[01:03:00 AM]  Logout : [Beri] 2.001.554.608 [Ruby] 1.999.558.488
[02:39:28 AM]  Login : [Beri] 2.001.554.608 [Ruby] 1.999.558.488
[02:39:36 AM]  Nhặt +10692 beri
[02:39:36 AM]  Nhặt +7920 beri
[02:39:53 AM]  Nhặt +15048 beri
[02:39:57 AM]  Nhặt +16830 beri
[02:39:58 AM]  Nhặt +396 beri
[02:40:02 AM]  Nhặt +19008 beri
[02:40:03 AM]  Nhặt +13761 beri
[02:40:08 AM]  Nhặt +3960 beri
[02:40:14 AM]  Nhặt +14652 beri
[02:40:30 AM]  Nhặt +16038 beri
[02:40:31 AM]  Nhặt +11682 beri
[02:41:51 AM]  Nhặt +14454 beri
[02:41:59 AM]  Nhặt +6534 beri
[02:42:12 AM]  Nhặt +14355 beri
[02:42:15 AM]  Nhặt +19503 beri
[02:42:23 AM]  Nhặt +8217 beri
[02:42:25 AM]  Nhặt +11385 beri
[02:42:48 AM]  Nhặt +4158 beri
[02:45:30 AM]  Nhặt +891 beri
[02:47:22 AM]  Mua Bão tố -500 ruby
[10:11:00 AM]  Mua Bột than -10000 beri
[10:11:00 AM]  Mua Bột than -10000 beri
[10:11:01 AM]  Mua Bột than -10000 beri
[10:11:01 AM]  Mua Bột than -10000 beri
[10:11:01 AM]  Mua Bột than -10000 beri
[10:11:01 AM]  Mua Bột than -10000 beri
[10:11:01 AM]  Mua Bột than -10000 beri
[10:11:01 AM]  Mua Bột than -10000 beri
[10:11:02 AM]  Mua Bột than -10000 beri
[10:11:02 AM]  Mua Bột than -10000 beri
[10:11:02 AM]  Mua Bột than -10000 beri
[10:11:02 AM]  Mua Bột than -10000 beri
[10:11:02 AM]  Mua Bột than -10000 beri
[10:11:02 AM]  Mua Bột than -10000 beri
[10:11:03 AM]  Mua Bột than -10000 beri
[10:11:03 AM]  Mua Bột than -10000 beri
[10:11:03 AM]  Mua Bột than -10000 beri
[10:11:03 AM]  Mua Bột than -10000 beri
[10:11:03 AM]  Mua Bột than -10000 beri
[10:11:04 AM]  Mua Bột than -10000 beri
[10:11:04 AM]  Mua Bột than -10000 beri
[10:11:04 AM]  Mua Bột than -10000 beri
[10:11:04 AM]  Mua Bột than -10000 beri
[10:11:04 AM]  Mua Bột than -10000 beri
[10:11:04 AM]  Mua Bột than -10000 beri
[10:11:05 AM]  Mua Bột than -10000 beri
[10:11:05 AM]  Mua Bột than -10000 beri
[10:11:05 AM]  Mua Bột than -10000 beri
[10:11:05 AM]  Mua Bột than -10000 beri
[10:11:05 AM]  Mua Bột than -10000 beri
[10:11:05 AM]  Mua Bột than -10000 beri
[10:11:06 AM]  Mua Bột than -10000 beri
[10:11:06 AM]  Mua Bột than -10000 beri
[10:11:06 AM]  Mua Bột than -10000 beri
[10:11:06 AM]  Mua Bột than -10000 beri
[10:11:06 AM]  Mua Bột than -10000 beri
[10:11:06 AM]  Mua Bột than -10000 beri
[10:11:07 AM]  Mua Bột than -10000 beri
[10:11:07 AM]  Mua Bột than -10000 beri
[10:11:07 AM]  Mua Bột than -10000 beri
[10:11:07 AM]  Mua Bột than -10000 beri
[10:11:07 AM]  Mua Bột than -10000 beri
[10:11:08 AM]  Mua Bột than -10000 beri
[10:11:08 AM]  Mua Bột than -10000 beri
[10:11:08 AM]  Mua Bột than -10000 beri
[10:11:08 AM]  Mua Bột than -10000 beri
[10:11:08 AM]  Mua Bột than -10000 beri
[10:11:08 AM]  Mua Bột than -10000 beri
[10:11:09 AM]  Mua Bột than -10000 beri
[10:11:09 AM]  Mua Bột than -10000 beri
[10:11:09 AM]  Mua Bột than -10000 beri
[10:11:15 AM]  Cường hóa item Dial 1 -2 ruby
[10:11:17 AM]  Cường hóa item Dial 1 -2 ruby
[10:11:19 AM]  Cường hóa item Dial 1 -2 ruby
[10:11:21 AM]  Cường hóa item Dial 1 -4000 beri
[10:11:22 AM]  Cường hóa item Dial 1 -4000 beri
[10:11:23 AM]  Cường hóa item Dial 1 -6000 beri
[10:11:24 AM]  Cường hóa item Dial 1 -6000 beri
[10:11:25 AM]  Cường hóa item Dial 1 -6000 beri
[10:11:26 AM]  Cường hóa item Dial 1 -8000 beri
[10:11:28 AM]  Cường hóa item Dial 1 -10000 beri
[10:11:38 AM]  Mua Bột than -10000 beri
[10:11:38 AM]  Mua Bột than -10000 beri
[10:11:39 AM]  Mua Bột than -10000 beri
[10:11:39 AM]  Mua Bột than -10000 beri
[10:11:39 AM]  Mua Bột than -10000 beri
[10:11:39 AM]  Mua Bột than -10000 beri
[10:11:39 AM]  Mua Bột than -10000 beri
[10:11:39 AM]  Mua Bột than -10000 beri
[10:11:40 AM]  Mua Bột than -10000 beri
[10:11:40 AM]  Mua Bột than -10000 beri
[10:11:40 AM]  Mua Bột than -10000 beri
[10:11:40 AM]  Mua Bột than -10000 beri
[10:11:40 AM]  Mua Bột than -10000 beri
[10:11:41 AM]  Mua Bột than -10000 beri
[10:11:41 AM]  Mua Bột than -10000 beri
[10:11:41 AM]  Mua Bột than -10000 beri
[10:11:41 AM]  Mua Bột than -10000 beri
[10:11:41 AM]  Mua Bột than -10000 beri
[10:11:41 AM]  Mua Bột than -10000 beri
[10:11:41 AM]  Mua Bột than -10000 beri
[10:11:42 AM]  Mua Bột than -10000 beri
[10:11:42 AM]  Mua Bột than -10000 beri
[10:11:42 AM]  Mua Bột than -10000 beri
[10:11:42 AM]  Mua Bột than -10000 beri
[10:11:42 AM]  Mua Bột than -10000 beri
[10:11:43 AM]  Mua Bột than -10000 beri
[10:11:43 AM]  Mua Bột than -10000 beri
[10:11:43 AM]  Mua Bột than -10000 beri
[10:11:43 AM]  Mua Bột than -10000 beri
[10:11:43 AM]  Mua Bột than -10000 beri
[10:11:43 AM]  Mua Bột than -10000 beri
[10:11:44 AM]  Mua Bột than -10000 beri
[10:11:44 AM]  Mua Bột than -10000 beri
[10:11:44 AM]  Mua Bột than -10000 beri
[10:11:44 AM]  Mua Bột than -10000 beri
[10:11:44 AM]  Mua Bột than -10000 beri
[10:11:44 AM]  Mua Bột than -10000 beri
[10:11:45 AM]  Mua Bột than -10000 beri
[10:11:45 AM]  Mua Bột than -10000 beri
[10:11:45 AM]  Mua Bột than -10000 beri
[10:11:45 AM]  Mua Bột than -10000 beri
[10:11:45 AM]  Mua Bột than -10000 beri
[10:11:45 AM]  Mua Bột than -10000 beri
[10:11:46 AM]  Mua Bột than -10000 beri
[10:11:46 AM]  Mua Bột than -10000 beri
[10:11:46 AM]  Mua Bột than -10000 beri
[10:11:46 AM]  Mua Bột than -10000 beri
[10:11:46 AM]  Mua Bột than -10000 beri
[10:11:46 AM]  Mua Bột than -10000 beri
[10:11:47 AM]  Mua Bột than -10000 beri
[10:11:47 AM]  Mua Bột than -10000 beri
[10:11:47 AM]  Mua Bột than -10000 beri
[10:11:47 AM]  Mua Bột than -10000 beri
[10:11:47 AM]  Mua Bột than -10000 beri
[10:12:09 AM]  Mua Bột cường hóa -20 ruby
[10:12:09 AM]  Mua Bột cường hóa -20 ruby
[10:12:09 AM]  Mua Bột cường hóa -20 ruby
[10:12:09 AM]  Mua Bột cường hóa -20 ruby
[10:12:09 AM]  Mua Bột cường hóa -20 ruby
[10:12:09 AM]  Mua Bột cường hóa -20 ruby
[10:12:10 AM]  Mua Bột cường hóa -20 ruby
[10:12:10 AM]  Mua Bột cường hóa -20 ruby
[10:12:10 AM]  Mua Bột cường hóa -20 ruby
[10:12:10 AM]  Mua Bột cường hóa -20 ruby
[10:12:10 AM]  Mua Bột cường hóa -20 ruby
[10:12:12 AM]  Mua Bột than -10000 beri
[10:12:12 AM]  Mua Bột than -10000 beri
[10:12:12 AM]  Mua Bột than -10000 beri
[10:12:12 AM]  Mua Bột than -10000 beri
[10:12:12 AM]  Mua Bột than -10000 beri
[10:12:12 AM]  Mua Bột than -10000 beri
[10:12:13 AM]  Mua Bột than -10000 beri
[10:12:13 AM]  Mua Bột than -10000 beri
[10:12:30 AM]  Đục lỗ Dial 1 -50 ruby
[10:12:33 AM]  Đục lỗ Dial 1 -100 ruby
[10:12:35 AM]  Đục lỗ Dial 1 -150 ruby
[10:12:38 AM]  Đục lỗ Dial 1 -200 ruby
[10:12:41 AM]  Đục lỗ Dial 1 -250 ruby
[10:12:44 AM]  Đục lỗ Dial 1 -300 ruby
[10:12:46 AM]  Đục lỗ Dial 1 -350 ruby
[10:14:07 AM]  Logout : [Beri] 2.001.764.092 [Ruby] 1.999.554.742
[12:20:31 PM]  Login : [Beri] 2.001.764.092 [Ruby] 1.999.554.742
[12:20:57 PM]  Chat KTG mất -5 ruby
[12:21:23 PM]  Nhặt +16038 beri
[12:21:26 PM]  Nhặt +9234 beri
[12:21:31 PM]  Nhặt +14013 beri
[12:21:36 PM]  Nhặt +14256 beri
[12:21:44 PM]  Nhặt +15633 beri
[12:21:48 PM]  Nhặt +2835 beri
[12:22:11 PM]  Nhặt +567 beri
[12:22:12 PM]  Nhặt +11016 beri
[12:22:17 PM]  Nhặt +6318 beri
[12:22:28 PM]  Nhặt +4860 beri
[12:22:32 PM]  Nhặt +15552 beri
[12:22:33 PM]  Nhặt +9882 beri
[12:22:37 PM]  Nhặt +5103 beri
[12:22:42 PM]  Nhặt +486 beri
[12:22:51 PM]  Nhặt +7938 beri
[12:23:09 PM]  Nhặt +8262 beri
[12:23:14 PM]  Nhặt +2835 beri
[12:23:15 PM]  Nhặt +8586 beri
[12:23:16 PM]  Nhặt +5589 beri
[12:23:22 PM]  Nhặt +14904 beri
[12:23:27 PM]  Nhặt +10125 beri
[12:23:31 PM]  Nhặt +8424 beri
[12:23:31 PM]  Nhặt +2997 beri
[12:23:32 PM]  Nhặt +13365 beri
[12:23:38 PM]  Nhặt +10611 beri
[12:23:42 PM]  Nhặt +13041 beri
[12:23:45 PM]  Nhặt +6732 beri
[12:23:49 PM]  Nhặt +8100 beri
[12:23:50 PM]  Nhặt +9153 beri
[12:23:51 PM]  Nhặt +7533 beri
[12:23:52 PM]  Nhặt +12474 beri
[12:24:04 PM]  Logout : [Beri] 2.002.040.554 [Ruby] 1.999.554.737
[12:24:59 PM]  Login : [Beri] 2.002.040.554 [Ruby] 1.999.554.737
[12:25:24 PM]  Mua Bột cường hóa -20 ruby
[12:25:24 PM]  Mua Bột cường hóa -20 ruby
[12:25:24 PM]  Mua Bột cường hóa -20 ruby
[12:25:24 PM]  Mua Bột cường hóa -20 ruby
[12:25:24 PM]  Mua Bột cường hóa -20 ruby
[12:25:24 PM]  Mua Bột cường hóa -20 ruby
[12:25:25 PM]  Mua Bột cường hóa -20 ruby
[12:25:25 PM]  Mua Bột cường hóa -20 ruby
[12:25:25 PM]  Mua Bột cường hóa -20 ruby
[12:25:25 PM]  Mua Bột cường hóa -20 ruby
[12:25:25 PM]  Mua Bột cường hóa -20 ruby
[12:25:26 PM]  Mua Bột cường hóa -20 ruby
[12:25:26 PM]  Mua Bột cường hóa -20 ruby
[12:25:26 PM]  Mua Bột cường hóa -20 ruby
[12:25:26 PM]  Mua Bột cường hóa -20 ruby
[12:25:26 PM]  Mua Bột cường hóa -20 ruby
[12:25:27 PM]  Mua Bột cường hóa -20 ruby
[12:25:27 PM]  Mua Bột cường hóa -20 ruby
[12:25:27 PM]  Mua Bột cường hóa -20 ruby
[12:25:28 PM]  Mua Bột cường hóa -20 ruby
[12:25:28 PM]  Mua Bột cường hóa -20 ruby
[12:25:28 PM]  Mua Bột cường hóa -20 ruby
[12:25:28 PM]  Mua Bột cường hóa -20 ruby
[12:25:28 PM]  Mua Bột cường hóa -20 ruby
[12:25:28 PM]  Mua Bột cường hóa -20 ruby
[12:25:29 PM]  Mua Bột cường hóa -20 ruby
[12:25:30 PM]  Mua Bột cường hóa -20 ruby
[12:25:30 PM]  Mua Bột cường hóa -20 ruby
[12:25:30 PM]  Mua Bột cường hóa -20 ruby
[12:25:30 PM]  Mua Bột cường hóa -20 ruby
[12:25:30 PM]  Mua Bột cường hóa -20 ruby
[12:25:30 PM]  Mua Bột cường hóa -20 ruby
[12:25:31 PM]  Mua Bột cường hóa -20 ruby
[12:25:31 PM]  Mua Bột cường hóa -20 ruby
[12:25:31 PM]  Mua Bột cường hóa -20 ruby
[12:25:31 PM]  Mua Bột cường hóa -20 ruby
[12:25:31 PM]  Mua Bột cường hóa -20 ruby
[12:25:31 PM]  Mua Bột cường hóa -20 ruby
[12:25:32 PM]  Mua Bột cường hóa -20 ruby
[12:25:32 PM]  Mua Bột cường hóa -20 ruby
[12:25:32 PM]  Mua Bột cường hóa -20 ruby
[12:25:32 PM]  Mua Bột cường hóa -20 ruby
[12:25:32 PM]  Mua Bột cường hóa -20 ruby
[12:25:33 PM]  Mua Bột cường hóa -20 ruby
[12:25:33 PM]  Mua Bột cường hóa -20 ruby
[12:25:33 PM]  Mua Bột cường hóa -20 ruby
[12:25:33 PM]  Mua Bột cường hóa -20 ruby
[12:25:33 PM]  Mua Bột cường hóa -20 ruby
[12:25:33 PM]  Mua Bột cường hóa -20 ruby
[12:25:34 PM]  Mua Bột cường hóa -20 ruby
[12:25:34 PM]  Mua Bột cường hóa -20 ruby
[12:25:34 PM]  Mua Bột cường hóa -20 ruby
[12:25:34 PM]  Mua Bột cường hóa -20 ruby
[12:25:34 PM]  Mua Bột cường hóa -20 ruby
[12:25:34 PM]  Mua Bột cường hóa -20 ruby
[12:25:35 PM]  Mua Bột cường hóa -20 ruby
[12:25:35 PM]  Mua Bột cường hóa -20 ruby
[12:25:35 PM]  Mua Bột cường hóa -20 ruby
[12:25:35 PM]  Mua Bột cường hóa -20 ruby
[12:25:35 PM]  Mua Bột cường hóa -20 ruby
[12:25:35 PM]  Mua Bột cường hóa -20 ruby
[12:25:36 PM]  Mua Bột cường hóa -20 ruby
[12:25:36 PM]  Mua Bột cường hóa -20 ruby
[12:25:36 PM]  Mua Bột cường hóa -20 ruby
[12:25:36 PM]  Mua Bột cường hóa -20 ruby
[12:25:36 PM]  Mua Bột cường hóa -20 ruby
[12:25:36 PM]  Mua Bột cường hóa -20 ruby
[12:25:37 PM]  Mua Bột cường hóa -20 ruby
[12:25:37 PM]  Mua Bột cường hóa -20 ruby
[12:25:37 PM]  Mua Bột cường hóa -20 ruby
[12:25:37 PM]  Mua Bột cường hóa -20 ruby
[12:25:37 PM]  Mua Bột cường hóa -20 ruby
[12:25:37 PM]  Mua Bột cường hóa -20 ruby
[12:25:38 PM]  Mua Bột cường hóa -20 ruby
[12:25:38 PM]  Mua Bột cường hóa -20 ruby
[12:25:38 PM]  Mua Bột cường hóa -20 ruby
[12:25:38 PM]  Mua Bột cường hóa -20 ruby
[12:25:38 PM]  Mua Bột cường hóa -20 ruby
[12:25:38 PM]  Mua Bột cường hóa -20 ruby
[12:25:39 PM]  Mua Bột cường hóa -20 ruby
[12:25:39 PM]  Mua Bột cường hóa -20 ruby
[12:25:39 PM]  Mua Bột cường hóa -20 ruby
[12:25:39 PM]  Mua Bột cường hóa -20 ruby
[12:25:39 PM]  Mua Bột cường hóa -20 ruby
[12:25:39 PM]  Mua Bột cường hóa -20 ruby
[12:25:40 PM]  Mua Bột cường hóa -20 ruby
[12:25:40 PM]  Mua Bột cường hóa -20 ruby
[12:25:46 PM]  Mua Bột vàng -40 ruby
[12:25:46 PM]  Mua Bột vàng -40 ruby
[12:25:47 PM]  Mua Bột vàng -40 ruby
[12:25:47 PM]  Mua Bột vàng -40 ruby
[12:25:47 PM]  Mua Bột vàng -40 ruby
[12:25:47 PM]  Mua Bột vàng -40 ruby
[12:25:47 PM]  Mua Bột vàng -40 ruby
[12:25:47 PM]  Mua Bột vàng -40 ruby
[12:25:48 PM]  Mua Bột vàng -40 ruby
[12:25:48 PM]  Mua Bột vàng -40 ruby
[12:25:48 PM]  Mua Bột vàng -40 ruby
[12:25:48 PM]  Mua Bột vàng -40 ruby
[12:25:48 PM]  Mua Bột vàng -40 ruby
[12:25:48 PM]  Mua Bột vàng -40 ruby
[12:25:49 PM]  Mua Bột vàng -40 ruby
[12:25:49 PM]  Mua Bột vàng -40 ruby
[12:25:49 PM]  Mua Bột vàng -40 ruby
[12:25:49 PM]  Mua Bột vàng -40 ruby
[12:25:49 PM]  Mua Bột vàng -40 ruby
[12:25:49 PM]  Mua Bột vàng -40 ruby
[12:25:50 PM]  Mua Bột vàng -40 ruby
[12:25:50 PM]  Mua Bột vàng -40 ruby
[12:25:50 PM]  Mua Bột vàng -40 ruby
[12:25:50 PM]  Mua Bột vàng -40 ruby
[12:25:50 PM]  Mua Bột vàng -40 ruby
[12:25:50 PM]  Mua Bột vàng -40 ruby
[12:25:51 PM]  Mua Bột vàng -40 ruby
[12:25:51 PM]  Mua Bột vàng -40 ruby
[12:25:51 PM]  Mua Bột vàng -40 ruby
[12:25:51 PM]  Mua Bột vàng -40 ruby
[12:25:51 PM]  Mua Bột vàng -40 ruby
[12:25:52 PM]  Mua Bột vàng -40 ruby
[12:25:52 PM]  Mua Bột vàng -40 ruby
[12:25:52 PM]  Mua Bột vàng -40 ruby
[12:25:52 PM]  Mua Bột vàng -40 ruby
[12:25:52 PM]  Mua Bột vàng -40 ruby
[12:25:52 PM]  Mua Bột vàng -40 ruby
[12:25:53 PM]  Mua Bột vàng -40 ruby
[12:25:53 PM]  Mua Bột vàng -40 ruby
[12:25:53 PM]  Mua Bột vàng -40 ruby
[12:25:53 PM]  Mua Bột vàng -40 ruby
[12:25:53 PM]  Mua Bột vàng -40 ruby
[12:25:53 PM]  Mua Bột vàng -40 ruby
[12:25:54 PM]  Mua Bột vàng -40 ruby
[12:25:54 PM]  Mua Bột vàng -40 ruby
[12:25:54 PM]  Mua Bột vàng -40 ruby
[12:25:54 PM]  Mua Bột vàng -40 ruby
[12:25:54 PM]  Mua Bột vàng -40 ruby
[12:25:54 PM]  Mua Bột vàng -40 ruby
[12:25:55 PM]  Mua Bột vàng -40 ruby
[12:25:55 PM]  Mua Bột vàng -40 ruby
[12:25:55 PM]  Mua Bột vàng -40 ruby
[12:25:55 PM]  Mua Bột vàng -40 ruby
[12:25:55 PM]  Mua Bột vàng -40 ruby
[12:25:55 PM]  Mua Bột vàng -40 ruby
[12:25:56 PM]  Mua Bột vàng -40 ruby
[12:25:56 PM]  Mua Bột vàng -40 ruby
[12:26:04 PM]  Cường hóa item Nhẫn 10x -3000 beri
[12:26:06 PM]  Cường hóa item Nhẫn 10x -3000 beri
[12:26:07 PM]  Cường hóa item Nhẫn 10x -4000 beri
[12:26:07 PM]  Cường hóa item Nhẫn 10x -4000 beri
[12:26:08 PM]  Cường hóa item Nhẫn 10x -4000 beri
[12:26:09 PM]  Cường hóa item Nhẫn 10x -6000 beri
[12:26:11 PM]  Cường hóa item Nhẫn 10x -6000 beri
[12:26:12 PM]  Cường hóa item Nhẫn 10x -6000 beri
[12:26:13 PM]  Cường hóa item Nhẫn 10x -8000 beri
[12:26:14 PM]  Cường hóa item Nhẫn 10x -10000 beri
[12:26:19 PM]  Cường hóa item Dây chuyền 10x -3000 beri
[12:26:21 PM]  Cường hóa item Dây chuyền 10x -3000 beri
[12:26:22 PM]  Cường hóa item Dây chuyền 10x -4000 beri
[12:26:23 PM]  Cường hóa item Dây chuyền 10x -4000 beri
[12:26:25 PM]  Cường hóa item Dây chuyền 10x -4000 beri
[12:26:26 PM]  Cường hóa item Dây chuyền 10x -6000 beri
[12:26:27 PM]  Cường hóa item Dây chuyền 10x -6000 beri
[12:26:28 PM]  Cường hóa item Dây chuyền 10x -6000 beri
[12:26:30 PM]  Cường hóa item Dây chuyền 10x -8000 beri
[12:26:31 PM]  Cường hóa item Dây chuyền 10x -10000 beri
[12:29:23 PM]  Mua Thạch anh - Saphia siêu cấp -10 ruby
[12:29:23 PM]  Mua Thạch anh - Saphia siêu cấp -10 ruby
