[12:03:18 AM]  Logout : [Beri] 1.984.703.149 [Ruby] 1.999.832.382
[12:12:47 AM]  Mua Bột cường hóa -20 ruby
[12:12:47 AM]  Mua Bột cường hóa -20 ruby
[12:12:47 AM]  Mua Bột cường hóa -20 ruby
[12:12:48 AM]  Mua Bột cường hóa -20 ruby
[12:12:48 AM]  Mua Bột cường hóa -20 ruby
[12:12:48 AM]  Mua Bột cường hóa -20 ruby
[12:12:48 AM]  Mua Bột cường hóa -20 ruby
[12:12:48 AM]  Mua Bột cường hóa -20 ruby
[12:12:48 AM]  Mua Bột cường hóa -20 ruby
[12:12:48 AM]  Mua Bột cường hóa -20 ruby
[12:12:49 AM]  Mua Bột cường hóa -20 ruby
[12:12:49 AM]  Mua Bột cường hóa -20 ruby
[12:12:49 AM]  Mua Bột cường hóa -20 ruby
[12:12:49 AM]  Mua Bột cường hóa -20 ruby
[12:12:49 AM]  Mua Bột cường hóa -20 ruby
[12:12:49 AM]  Mua Bột cường hóa -20 ruby
[12:13:24 AM]  Đục lỗ Dial 1 -50 ruby
[12:13:53 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:53 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:53 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:54 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:54 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:54 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:54 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:54 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:54 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:54 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:54 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:55 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:55 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:55 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:55 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:55 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:55 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:55 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:55 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:55 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:56 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:56 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:56 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:56 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:56 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:56 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:56 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:56 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:57 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:57 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:57 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:57 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:57 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:57 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:57 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:57 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:58 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:58 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:58 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:58 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:58 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:58 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:58 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:58 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:58 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:59 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:59 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:59 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:59 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:59 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:59 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:59 AM]  Mua Cơm hộp hải tặc -0 beri
[12:13:59 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:00 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:00 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:00 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:00 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:00 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:00 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:00 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:00 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:01 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:01 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:01 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:01 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:01 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:01 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:01 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:02 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:02 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:02 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:02 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:02 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:02 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:02 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:03 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:03 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:03 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:03 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:03 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:03 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:03 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:03 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:04 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:04 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:04 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:04 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:04 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:04 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:05 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:05 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:05 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:05 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:05 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:05 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:05 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:05 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:05 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:06 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:06 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:06 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:06 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:06 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:06 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:06 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:06 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:07 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:07 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:07 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:07 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:07 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:07 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:07 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:07 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:07 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:08 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:08 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:08 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:08 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:08 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:08 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:09 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:09 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:09 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:09 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:09 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:09 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:09 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:10 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:10 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:10 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:10 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:10 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:10 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:10 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:10 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:11 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:11 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:11 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:11 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:11 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:11 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:11 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:12 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:12 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:12 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:12 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:12 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:12 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:12 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:13 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:13 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:13 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:13 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:13 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:13 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:13 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:13 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:13 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:14 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:14 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:14 AM]  Mua Cơm hộp hải tặc -0 beri
[12:14:14 AM]  Mua Cơm hộp hải tặc -0 beri
[12:15:24 AM]  Mua Trang phục Doctor Strange -500 ruby
[12:15:49 AM]  Mua Quả Conache -0 beri
[12:15:49 AM]  Mua Quả Conache -0 beri
[12:15:49 AM]  Mua Quả Conache -0 beri
[12:15:49 AM]  Mua Quả Conache -0 beri
[12:15:49 AM]  Mua Quả Conache -0 beri
[12:15:50 AM]  Mua Quả Conache -0 beri
[12:15:50 AM]  Mua Quả Conache -0 beri
[12:15:50 AM]  Mua Quả Conache -0 beri
[12:15:50 AM]  Mua Quả Conache -0 beri
[12:15:50 AM]  Mua Quả Conache -0 beri
[12:15:50 AM]  Mua Quả Conache -0 beri
[12:15:50 AM]  Mua Quả Conache -0 beri
[12:15:50 AM]  Mua Quả Conache -0 beri
[12:15:51 AM]  Mua Quả Conache -0 beri
[12:15:51 AM]  Mua Quả Conache -0 beri
[12:15:51 AM]  Mua Quả Conache -0 beri
[12:15:51 AM]  Mua Quả Conache -0 beri
[12:15:51 AM]  Mua Quả Conache -0 beri
[12:15:51 AM]  Mua Quả Conache -0 beri
[12:15:51 AM]  Mua Quả Conache -0 beri
[12:15:51 AM]  Mua Quả Conache -0 beri
[12:15:52 AM]  Mua Quả Conache -0 beri
[12:15:52 AM]  Mua Quả Conache -0 beri
[12:15:52 AM]  Mua Quả Conache -0 beri
[12:15:52 AM]  Mua Quả Conache -0 beri
[12:15:52 AM]  Mua Quả Conache -0 beri
[12:15:52 AM]  Mua Quả Conache -0 beri
[12:15:52 AM]  Mua Quả Conache -0 beri
[12:15:52 AM]  Mua Quả Conache -0 beri
[12:15:53 AM]  Mua Quả Conache -0 beri
[12:15:53 AM]  Mua Quả Conache -0 beri
[12:15:53 AM]  Mua Quả Conache -0 beri
[12:15:53 AM]  Mua Quả Conache -0 beri
[12:15:53 AM]  Mua Quả Conache -0 beri
[12:15:54 AM]  Mua Quả Conache -0 beri
[12:15:54 AM]  Mua Quả Conache -0 beri
[12:15:54 AM]  Mua Quả Conache -0 beri
[12:15:54 AM]  Mua Quả Conache -0 beri
[12:15:54 AM]  Mua Quả Conache -0 beri
[12:15:54 AM]  Mua Quả Conache -0 beri
[12:15:55 AM]  Mua Quả Conache -0 beri
[12:15:55 AM]  Mua Quả Conache -0 beri
[12:15:55 AM]  Mua Quả Conache -0 beri
[12:15:55 AM]  Mua Quả Conache -0 beri
[12:15:55 AM]  Mua Quả Conache -0 beri
[12:15:55 AM]  Mua Quả Conache -0 beri
[12:15:55 AM]  Mua Quả Conache -0 beri
[12:15:55 AM]  Mua Quả Conache -0 beri
[12:16:08 AM]  Mua Vé tẩy tiềm năng -0 beri
[12:17:23 AM]  Nhặt +16830 beri
[12:17:24 AM]  Nhặt +15840 beri
[12:17:25 AM]  Nhặt +297 beri
[12:17:26 AM]  Nhặt +3168 beri
[12:17:29 AM]  Nhặt +16335 beri
[12:17:31 AM]  Nhặt +19701 beri
[12:17:35 AM]  Nhặt +10395 beri
[12:17:39 AM]  Nhặt +6732 beri
[12:17:40 AM]  Nhặt +16236 beri
[12:17:43 AM]  Nhặt +6534 beri
[12:17:49 AM]  Nhặt +10296 beri
[12:17:54 AM]  Nhặt +11484 beri
[12:17:55 AM]  Nhặt +17028 beri
[12:18:02 AM]  Nhặt +14652 beri
[12:18:08 AM]  Nhặt +12870 beri
[12:18:09 AM]  Nhặt +14751 beri
[12:18:15 AM]  Nhặt +990 beri
[12:18:21 AM]  Nhặt +7920 beri
[12:18:30 AM]  Nhặt +15147 beri
[12:18:37 AM]  Nhặt +10098 beri
[12:18:39 AM]  Nhặt +12870 beri
[12:18:43 AM]  Nhặt +13662 beri
[12:18:45 AM]  Nhặt +17919 beri
[12:18:46 AM]  Nhặt +594 beri
[12:18:50 AM]  Nhặt +1881 beri
[12:18:53 AM]  Nhặt +5148 beri
[12:18:58 AM]  Nhặt +8613 beri
[12:19:01 AM]  Nhặt +11187 beri
[12:19:12 AM]  Nhặt +14949 beri
[12:19:17 AM]  Nhặt +1089 beri
[12:19:22 AM]  Nhặt +14355 beri
[12:19:27 AM]  Nhặt +3861 beri
[12:19:30 AM]  Nhặt +12672 beri
[12:19:39 AM]  Nhặt +15642 beri
[12:19:40 AM]  Nhặt +2475 beri
[12:19:42 AM]  Nhặt +16137 beri
[12:19:44 AM]  Nhặt +10593 beri
[12:19:47 AM]  Nhặt +3168 beri
[12:19:51 AM]  Nhặt +15840 beri
[12:19:52 AM]  Nhặt +15543 beri
[12:20:01 AM]  Nhặt +14652 beri
[12:20:07 AM]  Nhặt +10098 beri
[12:20:10 AM]  Nhặt +10989 beri
[12:20:13 AM]  Nhặt +19602 beri
[12:20:14 AM]  Nhặt +17424 beri
[12:20:16 AM]  Nhặt +13563 beri
[12:20:19 AM]  Nhặt +13761 beri
[12:20:32 AM]  Nhặt +10593 beri
[12:20:33 AM]  Nhặt +13266 beri
[12:20:35 AM]  Nhặt +7722 beri
[12:20:36 AM]  Nhặt +12573 beri
[12:20:37 AM]  Nhặt +8910 beri
[12:20:41 AM]  Nhặt +9009 beri
[12:20:42 AM]  Nhặt +19404 beri
[12:20:45 AM]  Nhặt +12573 beri
[12:20:53 AM]  Nhặt +9009 beri
[12:20:56 AM]  Nhặt +2178 beri
[12:21:06 AM]  Nhặt +14553 beri
[12:21:08 AM]  Nhặt +5346 beri
[12:21:21 AM]  Nhặt +3564 beri
[12:21:22 AM]  Nhặt +3960 beri
[12:21:30 AM]  Nhặt +5841 beri
[12:21:34 AM]  Nhặt +4356 beri
[12:21:36 AM]  Nhặt +5841 beri
[12:21:38 AM]  Nhặt +6732 beri
[12:21:39 AM]  Nhặt +11385 beri
[12:21:46 AM]  Nhặt +6138 beri
[12:21:49 AM]  Nhặt +7029 beri
[12:21:50 AM]  Nhặt +4158 beri
[12:21:54 AM]  Nhặt +16929 beri
[12:22:08 AM]  Nhặt +10791 beri
[12:22:15 AM]  Nhặt +12870 beri
[12:22:23 AM]  Nhặt +198 beri
[12:22:31 AM]  Nhặt +16929 beri
[12:22:37 AM]  Nhặt +9405 beri
[12:22:41 AM]  Nhặt +4851 beri
[12:22:42 AM]  Nhặt +17622 beri
[12:22:52 AM]  Nhặt +13068 beri
[12:22:58 AM]  Nhặt +2574 beri
[12:23:06 AM]  Nhặt +8316 beri
[12:23:09 AM]  Nhặt +13464 beri
[12:23:11 AM]  Nhặt +792 beri
[12:23:14 AM]  Nhặt +10296 beri
[12:23:17 AM]  Nhặt +19701 beri
[12:23:22 AM]  Nhặt +3861 beri
[12:23:30 AM]  Nhặt +14652 beri
[12:23:36 AM]  Nhặt +9702 beri
[12:23:37 AM]  Nhặt +1287 beri
[12:23:45 AM]  Nhặt +15444 beri
[12:23:50 AM]  Nhặt +1485 beri
[12:23:55 AM]  Nhặt +990 beri
[12:24:00 AM]  Nhặt +17622 beri
[12:24:05 AM]  Nhặt +6039 beri
[12:24:07 AM]  Nhặt +5544 beri
[12:24:13 AM]  Nhặt +18414 beri
[12:24:17 AM]  Nhặt +13266 beri
[12:24:20 AM]  Nhặt +19305 beri
[12:24:23 AM]  Nhặt +1485 beri
[12:24:30 AM]  Nhặt +4257 beri
[12:24:43 AM]  Nhặt +1188 beri
[12:24:54 AM]  Nhặt +10593 beri
[12:25:03 AM]  Nhặt +17226 beri
[12:25:07 AM]  Nhặt +1584 beri
[12:25:12 AM]  Nhặt +10989 beri
[12:25:32 AM]  Nhặt +19701 beri
[12:25:36 AM]  Nhặt +5148 beri
[12:25:39 AM]  Nhặt +13563 beri
[12:25:42 AM]  Nhặt +5544 beri
[12:25:54 AM]  Nhặt +9999 beri
[12:25:55 AM]  Nhặt +4059 beri
[12:25:58 AM]  Nhặt +5742 beri
[12:26:04 AM]  Nhặt +3069 beri
[12:26:05 AM]  Nhặt +18909 beri
[12:26:10 AM]  Nhặt +15939 beri
[12:26:13 AM]  Nhặt +495 beri
[12:26:15 AM]  Nhặt +2079 beri
[12:26:16 AM]  Nhặt +16038 beri
[12:26:17 AM]  Nhặt +6732 beri
[12:26:20 AM]  Nhặt +15444 beri
[12:26:21 AM]  Nhặt +3564 beri
[12:26:22 AM]  Nhặt +7821 beri
[12:26:28 AM]  Nhặt +8316 beri
[12:26:29 AM]  Nhặt +14058 beri
[12:26:37 AM]  Nhặt +15543 beri
[12:26:39 AM]  Nhặt +1980 beri
[12:26:48 AM]  Nhặt +13662 beri
[12:26:55 AM]  Nhặt +18810 beri
[12:26:56 AM]  Nhặt +7128 beri
[12:27:09 AM]  Nhặt +18612 beri
[12:27:12 AM]  Nhặt +13167 beri
[12:27:23 AM]  Nhặt +17523 beri
[12:27:24 AM]  Nhặt +19701 beri
[12:27:30 AM]  Nhặt +3960 beri
[12:27:32 AM]  Nhặt +19602 beri
[12:27:41 AM]  Nhặt +99 beri
[12:27:43 AM]  Nhặt +9009 beri
[12:27:47 AM]  Nhặt +8415 beri
[12:27:51 AM]  Nhặt +11682 beri
[12:27:59 AM]  Nhặt +19404 beri
[12:28:08 AM]  Nhặt +4554 beri
[12:28:21 AM]  Nhặt +13860 beri
[12:28:29 AM]  Nhặt +3663 beri
[12:28:30 AM]  Nhặt +13464 beri
[12:28:37 AM]  Nhặt +13662 beri
[12:28:41 AM]  Nhặt +5346 beri
[12:28:49 AM]  Nhặt +3564 beri
[12:28:59 AM]  Nhặt +6237 beri
[12:29:06 AM]  Nhặt +18513 beri
[12:29:11 AM]  Nhặt +12078 beri
[12:29:15 AM]  Nhặt +2475 beri
[12:29:16 AM]  Nhặt +7425 beri
[12:29:20 AM]  Nhặt +2673 beri
[12:29:24 AM]  Nhặt +7524 beri
[12:29:26 AM]  Nhặt +3465 beri
[12:29:28 AM]  Nhặt +3366 beri
[12:29:29 AM]  Nhặt +3564 beri
[12:29:35 AM]  Nhặt +5346 beri
[12:29:37 AM]  Nhặt +13563 beri
[12:29:46 AM]  Nhặt +18513 beri
[12:29:50 AM]  Nhặt +8712 beri
[12:29:52 AM]  Nhặt +8811 beri
[12:30:10 AM]  Nhặt +10098 beri
[12:30:16 AM]  Nhặt +6138 beri
[12:30:17 AM]  Nhặt +3960 beri
[12:30:20 AM]  Nhặt +11583 beri
[12:30:22 AM]  Nhặt +1980 beri
[12:30:25 AM]  Nhặt +19701 beri
[12:30:32 AM]  Nhặt +1386 beri
[12:30:33 AM]  Nhặt +16434 beri
[12:30:38 AM]  Nhặt +14850 beri
[12:30:46 AM]  Nhặt +13365 beri
[12:30:51 AM]  Nhặt +3465 beri
[12:30:58 AM]  Nhặt +3267 beri
[12:31:03 AM]  Nhặt +891 beri
[12:31:10 AM]  Nhặt +14553 beri
[12:31:12 AM]  Nhặt +17622 beri
[12:31:14 AM]  Nhặt +1386 beri
[12:31:16 AM]  Nhặt +12276 beri
[12:31:17 AM]  Nhặt +9900 beri
[12:31:21 AM]  Nhặt +4851 beri
[12:31:24 AM]  Nhặt +1782 beri
[12:31:27 AM]  Nhặt +13167 beri
[12:31:29 AM]  Nhặt +17721 beri
[12:31:33 AM]  Nhặt +792 beri
[12:31:34 AM]  Nhặt +2673 beri
[12:31:37 AM]  Nhặt +8613 beri
[12:31:42 AM]  Nhặt +17325 beri
[12:31:53 AM]  Nhặt +594 beri
[12:31:58 AM]  Nhặt +13167 beri
[12:32:08 AM]  Nhặt +14850 beri
[12:32:10 AM]  Nhặt +3861 beri
[12:32:11 AM]  Nhặt +11979 beri
[12:32:25 AM]  Nhặt +9504 beri
[12:32:26 AM]  Nhặt +4653 beri
[12:32:38 AM]  Nhặt +7425 beri
[12:32:45 AM]  Nhặt +6336 beri
[12:32:46 AM]  Nhặt +16533 beri
[12:32:47 AM]  Nhặt +9702 beri
[12:32:48 AM]  Nhặt +12771 beri
[12:32:52 AM]  Nhặt +19404 beri
